No,Tenth_Percentage,Twelfth_Percentage,College_Tier,Degree,Subjects,UG_Percentage,Internship,Shortlisted_for_Interview,Aptitude_Perc,DS_Alg_Knowledge,Projects,Placed_IT
664.0,89,55,tier3,B.E,DS&AI,84,No,Yes,98,Intermediate,Yes,No
665.0,88,67,tier3,B.E,CIVIL,93,No,Yes,45,Novice,No,No
666.0,74,92,tier1,BTech,EEE,92,No,Yes,57,Advanced,No,No
667.0,68,61,tier3,B.E,CSE,64,Yes,No,0,Intermediate,Yes,No
668.0,94,82,tier2,BTech,EEE,78,Ongoing,Yes,70,Novice,No,No
669.0,66,59,tier3,B.E,CIVIL,72,No,No,0,Advanced,Yes,No
670.0,86,88,tier2,BTech,MECH,84,Ongoing,Yes,100,Novice,Yes,No
671.0,89,91,tier1,B.E,CSE,73,No,No,0,Advanced,No,No
672.0,96,69,tier3,B.E,EEE,88,Ongoing,Yes,53,Advanced,Yes,No
673.0,73,58,tier3,BTech,CSE,60,Yes,No,0,Novice,No,No
674.0,76,71,tier3,B.E,CIVIL,90,Yes,Yes,49,Advanced,Yes,No
675.0,72,81,tier2,BTech,ECE,73,Yes,No,0,Intermediate,Yes,No
676.0,77,58,tier3,B.E,DS&AI,70,No,No,0,Novice,Yes,No
677.0,78,91,tier1,B.E,CIVIL,68,No,No,0,Novice,Yes,No
678.0,98,60,tier3,B.E,CIVIL,86,No,Yes,45,Intermediate,Yes,No
679.0,79,95,tier1,BTech,CSE,75,No,No,0,Novice,Yes,No
680.0,83,57,tier3,B.E,CSE,75,No,No,0,Intermediate,No,No
681.0,73,78,tier3,B.E,CSE,73,Ongoing,No,0,Advanced,No,No
682.0,71,81,tier2,B.E,CIVIL,78,Ongoing,Yes,65,Novice,Yes,No
683.0,69,87,tier2,B.E,CSE,90,No,Yes,92,Advanced,Yes,No
684.0,88,67,tier3,B.E,EEE,74,Yes,No,0,Intermediate,Yes,No
685.0,75,86,tier2,B.E,MECH,70,Yes,No,0,Advanced,No,No
686.0,73,80,tier2,B.E,DS&AI,87,Ongoing,Yes,67,Novice,Yes,No
687.0,77,57,tier3,BTech,EEE,65,Ongoing,No,0,Novice,Yes,No
688.0,91,58,tier3,B.E,IT,89,Yes,Yes,74,Novice,Yes,No
689.0,71,65,tier3,BTech,CIVIL,65,Yes,No,0,Intermediate,No,No
690.0,92,59,tier3,B.E,CSE,78,Yes,Yes,86,Intermediate,Yes,Yes
691.0,97,88,tier2,BTech,DS&AI,69,No,No,0,Intermediate,Yes,No
692.0,88,94,tier1,B.E,MECH,76,No,Yes,48,Intermediate,Yes,No
693.0,77,63,tier3,B.E,MECH,77,Yes,Yes,85,Novice,No,No
694.0,70,60,tier3,B.E,CSE,81,Ongoing,Yes,52,Novice,No,No
695.0,83,78,tier3,B.E,ECE,87,Yes,Yes,37,Advanced,No,No
696.0,98,94,tier1,B.E,CIVIL,77,Ongoing,Yes,80,Novice,Yes,No
697.0,70,94,tier1,BTech,MECH,85,Yes,Yes,67,Intermediate,No,No
698.0,81,56,tier3,B.E,CIVIL,65,No,No,0,Novice,Yes,No
699.0,96,81,tier2,BTech,MECH,88,Ongoing,Yes,78,Intermediate,Yes,No
700.0,78,69,tier3,BTech,IT,60,Yes,No,0,Novice,No,No
701.0,81,74,tier3,B.E,MECH,76,Ongoing,Yes,93,Advanced,No,No
702.0,84,64,tier3,BTech,CIVIL,78,No,Yes,85,Advanced,No,No
703.0,72,85,tier2,BTech,EEE,73,Yes,No,0,Novice,Yes,No
704.0,78,66,tier3,BTech,CSE,91,Ongoing,Yes,48,Intermediate,No,No
705.0,68,69,tier3,B.E,IT,61,Ongoing,No,0,Advanced,No,No
706.0,97,94,tier1,B.E,EEE,89,Ongoing,Yes,94,Intermediate,No,No
707.0,77,95,tier1,B.E,ECE,84,Yes,Yes,65,Advanced,No,No
708.0,81,70,tier3,BTech,CSE,67,Ongoing,No,0,Advanced,Yes,No
709.0,67,93,tier1,B.E,EEE,91,Yes,Yes,62,Intermediate,Yes,No
710.0,79,57,tier3,BTech,CIVIL,91,No,Yes,94,Novice,Yes,No
711.0,81,64,tier3,B.E,DS&AI,87,Yes,Yes,48,Intermediate,No,No
712.0,77,81,tier2,B.E,MECH,88,Yes,Yes,84,Advanced,Yes,No
713.0,75,77,tier3,BTech,DS&AI,77,Ongoing,Yes,63,Novice,Yes,No
714.0,90,59,tier3,BTech,DS&AI,62,Ongoing,No,0,Novice,No,No
715.0,70,82,tier2,BTech,CSE,70,Ongoing,No,0,Advanced,Yes,No
716.0,97,96,tier1,B.E,ECE,61,Ongoing,No,0,Novice,Yes,No
717.0,75,79,tier3,B.E,DS&AI,67,Yes,No,0,Advanced,Yes,No
718.0,71,73,tier3,B.E,MECH,87,Ongoing,Yes,52,Novice,Yes,No
719.0,85,89,tier2,BTech,MECH,70,No,No,0,Advanced,Yes,No
720.0,71,96,tier1,B.E,EEE,78,Yes,Yes,95,Advanced,No,No
721.0,80,59,tier3,BTech,IT,81,Yes,Yes,91,Novice,Yes,No
722.0,70,95,tier1,BTech,CSE,91,Ongoing,Yes,37,Advanced,Yes,No
723.0,81,77,tier3,B.E,DS&AI,72,Yes,No,0,Advanced,No,No
724.0,96,55,tier3,B.E,CSE,93,No,Yes,90,Intermediate,Yes,No
725.0,77,84,tier2,B.E,MECH,77,Ongoing,Yes,84,Novice,Yes,No
726.0,71,77,tier3,B.E,MECH,86,Yes,Yes,86,Intermediate,No,No
727.0,74,82,tier2,B.E,DS&AI,91,Ongoing,Yes,45,Advanced,Yes,No
728.0,75,93,tier1,BTech,CSE,76,Yes,Yes,61,Intermediate,Yes,No
729.0,72,62,tier3,BTech,IT,77,No,Yes,65,Novice,Yes,No
730.0,66,78,tier3,B.E,IT,73,Ongoing,No,0,Intermediate,Yes,No
731.0,83,64,tier3,BTech,CSE,67,Ongoing,No,0,Intermediate,Yes,No
732.0,86,71,tier3,B.E,CIVIL,67,Ongoing,No,0,Intermediate,Yes,No
733.0,73,94,tier1,BTech,EEE,85,Ongoing,Yes,50,Intermediate,Yes,No
734.0,89,92,tier1,B.E,MECH,61,Yes,No,0,Intermediate,No,No
735.0,82,88,tier2,BTech,EEE,84,Yes,Yes,72,Advanced,Yes,No
736.0,97,92,tier1,B.E,DS&AI,93,Yes,Yes,69,Intermediate,No,No
737.0,91,95,tier1,B.E,CSE,90,Ongoing,Yes,82,Intermediate,No,No
738.0,67,91,tier1,B.E,IT,78,Ongoing,Yes,88,Novice,Yes,No
739.0,66,79,tier3,B.E,ECE,74,No,No,0,Intermediate,No,No
740.0,67,57,tier3,BTech,CSE,79,No,Yes,48,Intermediate,No,No
741.0,76,74,tier3,BTech,MECH,79,Yes,Yes,68,Novice,Yes,No
742.0,77,74,tier3,B.E,CSE,76,Yes,Yes,61,Novice,No,No
743.0,83,88,tier2,BTech,EEE,78,Ongoing,Yes,63,Advanced,Yes,No
744.0,80,86,tier2,BTech,DS&AI,77,Yes,Yes,87,Advanced,No,No
745.0,81,60,tier3,B.E,EEE,66,Yes,No,0,Novice,Yes,No
746.0,68,66,tier3,BTech,IT,61,Yes,No,0,Novice,Yes,No
747.0,83,62,tier3,B.E,ECE,92,Ongoing,Yes,48,Advanced,Yes,No
748.0,92,70,tier3,BTech,EEE,71,Yes,No,0,Advanced,No,No
749.0,73,64,tier3,BTech,MECH,72,Ongoing,No,0,Intermediate,Yes,No
750.0,68,57,tier3,B.E,EEE,77,Yes,Yes,87,Advanced,No,No
751.0,96,77,tier3,BTech,DS&AI,83,No,Yes,63,Advanced,Yes,No
752.0,70,59,tier3,B.E,ECE,86,Ongoing,Yes,42,Intermediate,Yes,No
753.0,94,78,tier3,B.E,CSE,71,No,No,0,Advanced,No,No
754.0,83,78,tier3,BTech,IT,70,No,No,0,Intermediate,Yes,No
755.0,93,76,tier3,BTech,DS&AI,80,Ongoing,Yes,86,Intermediate,No,No
756.0,87,61,tier3,B.E,IT,94,No,Yes,72,Intermediate,Yes,No
757.0,77,88,tier2,BTech,CIVIL,67,No,No,0,Intermediate,No,No
758.0,75,95,tier1,B.E,MECH,60,Yes,No,0,Novice,No,No
759.0,84,86,tier2,BTech,CIVIL,85,Yes,Yes,70,Intermediate,Yes,No
760.0,89,55,tier3,BTech,EEE,81,Ongoing,Yes,57,Novice,Yes,No
761.0,70,56,tier3,B.E,EEE,70,No,No,0,Intermediate,Yes,No
762.0,83,75,tier3,BTech,CSE,90,No,Yes,97,Advanced,Yes,No
763.0,72,56,tier3,BTech,IT,63,Yes,No,0,Novice,Yes,No
764.0,88,69,tier3,BTech,DS&AI,94,Yes,Yes,59,Novice,No,No
765.0,98,58,tier3,B.E,ECE,64,Yes,No,0,Novice,Yes,No
766.0,87,77,tier3,BTech,DS&AI,81,Ongoing,Yes,87,Advanced,Yes,Yes
767.0,70,90,tier1,B.E,CIVIL,90,No,Yes,75,Intermediate,No,No
768.0,89,68,tier3,BTech,ECE,75,Yes,No,0,Intermediate,Yes,No
769.0,98,88,tier2,BTech,EEE,86,No,Yes,91,Novice,Yes,No
770.0,79,74,tier3,B.E,EEE,63,Ongoing,No,0,Advanced,No,No
771.0,94,68,tier3,B.E,MECH,66,Yes,No,0,Novice,No,No
772.0,97,81,tier2,B.E,CSE,87,No,Yes,36,Novice,Yes,No
773.0,79,73,tier3,B.E,ECE,67,Ongoing,No,0,Novice,No,No
774.0,71,84,tier2,BTech,IT,72,Ongoing,No,0,Intermediate,No,No
775.0,85,87,tier2,BTech,CSE,74,Ongoing,No,0,Novice,No,No
776.0,68,95,tier1,B.E,CSE,84,Ongoing,Yes,85,Advanced,Yes,No
777.0,84,80,tier2,BTech,EEE,84,Yes,Yes,48,Advanced,No,No
778.0,95,96,tier1,BTech,CIVIL,60,No,No,0,Intermediate,Yes,No
779.0,70,85,tier2,BTech,DS&AI,89,No,Yes,35,Intermediate,Yes,No
780.0,80,73,tier3,B.E,DS&AI,78,No,Yes,39,Novice,No,No
781.0,90,89,tier2,BTech,IT,76,Yes,Yes,86,Advanced,No,No
782.0,78,60,tier3,BTech,IT,62,No,No,0,Novice,No,No
783.0,86,73,tier3,BTech,MECH,82,Yes,Yes,60,Intermediate,Yes,No
784.0,72,61,tier3,BTech,CSE,81,No,Yes,60,Advanced,Yes,No
785.0,68,93,tier1,BTech,MECH,72,No,No,0,Advanced,No,No
786.0,86,62,tier3,B.E,CIVIL,68,Ongoing,No,0,Intermediate,No,No
787.0,81,81,tier2,BTech,MECH,90,No,Yes,88,Intermediate,No,No
788.0,73,68,tier3,BTech,DS&AI,69,Ongoing,No,0,Advanced,Yes,No
789.0,92,80,tier2,BTech,MECH,91,Ongoing,Yes,86,Advanced,No,No
790.0,74,62,tier3,BTech,CSE,72,No,No,0,Intermediate,No,No
791.0,89,79,tier3,B.E,CIVIL,64,Ongoing,No,0,Novice,No,No
792.0,94,96,tier1,B.E,EEE,79,Yes,Yes,72,Advanced,Yes,No
793.0,82,91,tier1,BTech,CIVIL,74,Ongoing,No,0,Novice,Yes,No
794.0,80,93,tier1,BTech,EEE,81,Yes,Yes,44,Novice,No,No
795.0,87,81,tier2,B.E,DS&AI,69,Ongoing,No,0,Novice,Yes,No
796.0,75,79,tier3,BTech,ECE,65,No,No,0,Novice,No,No
797.0,80,87,tier2,B.E,DS&AI,77,Ongoing,Yes,78,Intermediate,No,No
798.0,68,96,tier1,B.E,IT,95,Ongoing,Yes,65,Novice,Yes,No
799.0,96,69,tier3,BTech,MECH,79,No,Yes,90,Advanced,Yes,No
800.0,77,56,tier3,B.E,MECH,84,Ongoing,Yes,58,Novice,Yes,No
801.0,79,63,tier3,B.E,MECH,83,Ongoing,Yes,38,Novice,Yes,No
802.0,71,57,tier3,BTech,EEE,95,Ongoing,Yes,53,Intermediate,Yes,No
803.0,77,58,tier3,BTech,CIVIL,60,No,No,0,Advanced,Yes,No
804.0,83,77,tier3,B.E,MECH,89,No,Yes,75,Novice,Yes,No
805.0,85,74,tier3,B.E,IT,84,Ongoing,Yes,70,Advanced,No,No
806.0,94,73,tier3,BTech,EEE,70,Yes,No,0,Intermediate,Yes,No
807.0,77,87,tier2,BTech,MECH,60,Yes,No,0,Novice,No,No
808.0,89,57,tier3,B.E,ECE,68,No,No,0,Intermediate,No,No
809.0,88,92,tier1,BTech,EEE,94,No,Yes,69,Novice,Yes,No
810.0,96,78,tier3,B.E,CSE,77,No,Yes,92,Novice,No,No
811.0,96,96,tier1,BTech,CIVIL,91,Ongoing,Yes,50,Novice,No,No
812.0,97,94,tier1,BTech,MECH,92,Yes,Yes,62,Advanced,Yes,No
813.0,77,75,tier3,B.E,IT,75,Ongoing,No,0,Novice,No,No
814.0,82,76,tier3,B.E,IT,80,Ongoing,Yes,99,Intermediate,Yes,Yes
815.0,98,93,tier1,BTech,CIVIL,88,No,Yes,89,Intermediate,Yes,No
816.0,87,90,tier1,B.E,MECH,79,Ongoing,Yes,51,Advanced,Yes,No
817.0,89,81,tier2,BTech,EEE,76,Yes,Yes,43,Intermediate,No,No
818.0,79,57,tier3,B.E,MECH,83,Ongoing,Yes,75,Advanced,Yes,No
819.0,84,80,tier2,B.E,CIVIL,66,No,No,0,Advanced,Yes,No
820.0,66,76,tier3,B.E,EEE,76,Ongoing,Yes,54,Advanced,Yes,No
821.0,91,61,tier3,B.E,ECE,83,Yes,Yes,40,Intermediate,Yes,No
822.0,70,86,tier2,BTech,ECE,94,Yes,Yes,83,Advanced,No,No
823.0,73,84,tier2,B.E,CSE,63,No,No,0,Novice,Yes,No
824.0,67,78,tier3,BTech,IT,79,No,Yes,46,Intermediate,No,No
825.0,87,96,tier1,BTech,CSE,85,Ongoing,Yes,85,Intermediate,No,No
826.0,71,93,tier1,BTech,ECE,78,No,Yes,44,Intermediate,Yes,No
827.0,87,75,tier3,B.E,ECE,64,No,No,0,Novice,Yes,No
828.0,68,66,tier3,BTech,MECH,82,No,Yes,92,Advanced,No,No
829.0,74,71,tier3,B.E,ECE,80,No,Yes,47,Novice,Yes,No
830.0,80,74,tier3,BTech,IT,62,Ongoing,No,0,Novice,Yes,No
831.0,86,64,tier3,BTech,DS&AI,94,Yes,Yes,92,Novice,Yes,No
832.0,84,75,tier3,B.E,IT,79,No,Yes,63,Advanced,No,No
833.0,67,62,tier3,B.E,DS&AI,83,Yes,Yes,52,Intermediate,No,No
834.0,80,69,tier3,BTech,ECE,62,Ongoing,No,0,Advanced,Yes,No
835.0,69,57,tier3,B.E,EEE,61,Yes,No,0,Intermediate,Yes,No
836.0,83,70,tier3,B.E,ECE,88,No,Yes,92,Advanced,Yes,No
837.0,77,61,tier3,B.E,EEE,61,Yes,No,0,Intermediate,Yes,No
838.0,79,92,tier1,BTech,CSE,75,Ongoing,No,0,Advanced,No,No
839.0,93,69,tier3,B.E,CSE,73,Yes,No,0,Novice,Yes,No
840.0,98,89,tier2,B.E,EEE,68,Ongoing,No,0,Advanced,Yes,No
841.0,93,85,tier2,B.E,ECE,79,No,Yes,53,Novice,Yes,No
842.0,86,61,tier3,B.E,ECE,86,Ongoing,Yes,57,Advanced,No,No
843.0,77,84,tier2,B.E,EEE,87,Ongoing,Yes,43,Novice,Yes,No
844.0,70,85,tier2,B.E,CSE,70,Yes,No,0,Advanced,No,No
845.0,96,68,tier3,B.E,IT,70,Yes,No,0,Novice,Yes,No
846.0,66,90,tier1,BTech,CIVIL,67,Ongoing,No,0,Advanced,No,No
847.0,76,92,tier1,BTech,CSE,87,Yes,Yes,99,Novice,Yes,No
848.0,85,58,tier3,B.E,IT,79,No,Yes,98,Novice,No,No
849.0,71,62,tier3,B.E,ECE,65,Ongoing,No,0,Intermediate,No,No
850.0,85,71,tier3,BTech,EEE,82,Ongoing,Yes,80,Advanced,Yes,No
851.0,94,84,tier2,BTech,MECH,66,Yes,No,0,Advanced,Yes,No
852.0,97,69,tier3,BTech,MECH,70,Yes,No,0,Intermediate,Yes,No
853.0,88,62,tier3,B.E,IT,92,Yes,Yes,38,Advanced,No,No
854.0,80,58,tier3,BTech,MECH,72,No,No,0,Advanced,No,No
855.0,79,80,tier2,B.E,ECE,88,No,Yes,95,Advanced,No,No
856.0,66,94,tier1,B.E,DS&AI,77,No,Yes,69,Novice,Yes,No
857.0,68,62,tier3,BTech,IT,90,Ongoing,Yes,74,Intermediate,Yes,No
858.0,83,87,tier2,BTech,DS&AI,61,Ongoing,No,0,Novice,No,No
859.0,74,67,tier3,B.E,IT,80,Ongoing,Yes,79,Advanced,Yes,No
860.0,68,73,tier3,BTech,ECE,64,Yes,No,0,Advanced,Yes,No
861.0,75,78,tier3,B.E,CIVIL,84,Yes,Yes,50,Novice,Yes,No
862.0,87,88,tier2,BTech,IT,88,Yes,Yes,78,Advanced,Yes,No
863.0,78,83,tier2,BTech,EEE,68,Yes,No,0,Intermediate,No,No
864.0,74,93,tier1,BTech,CIVIL,72,Yes,No,0,Novice,No,No
865.0,82,57,tier3,B.E,DS&AI,80,Ongoing,Yes,89,Novice,No,No
866.0,93,88,tier2,BTech,IT,90,Yes,Yes,68,Intermediate,No,No
867.0,66,56,tier3,B.E,EEE,90,No,Yes,71,Intermediate,Yes,No
868.0,81,72,tier3,B.E,IT,86,Ongoing,Yes,95,Advanced,No,No
869.0,67,71,tier3,BTech,CSE,88,Yes,Yes,88,Intermediate,Yes,Yes
870.0,76,83,tier2,BTech,EEE,60,Ongoing,No,0,Advanced,Yes,No
871.0,81,84,tier2,B.E,ECE,94,Yes,Yes,73,Intermediate,No,No
872.0,97,65,tier3,B.E,ECE,89,No,Yes,70,Advanced,Yes,No
873.0,82,96,tier1,B.E,MECH,77,Ongoing,Yes,76,Advanced,No,No
874.0,75,87,tier2,BTech,IT,94,Yes,Yes,90,Intermediate,Yes,Yes
875.0,66,56,tier3,B.E,MECH,81,Yes,Yes,92,Advanced,No,No
876.0,86,81,tier2,BTech,IT,88,Yes,Yes,35,Advanced,No,No
877.0,89,81,tier2,B.E,ECE,74,Ongoing,No,0,Novice,No,No
878.0,73,77,tier3,BTech,DS&AI,91,Ongoing,Yes,80,Advanced,Yes,No
879.0,72,63,tier3,BTech,CSE,77,Ongoing,Yes,86,Advanced,Yes,Yes
880.0,88,71,tier3,B.E,EEE,92,Ongoing,Yes,80,Intermediate,No,No
881.0,87,69,tier3,B.E,EEE,64,Ongoing,No,0,Novice,No,No
882.0,87,72,tier3,B.E,CSE,70,Ongoing,No,0,Novice,No,No
883.0,88,80,tier2,BTech,MECH,61,Yes,No,0,Novice,No,No
884.0,90,71,tier3,B.E,ECE,65,No,No,0,Intermediate,No,No
885.0,83,63,tier3,BTech,IT,83,No,Yes,62,Novice,No,No
886.0,73,82,tier2,BTech,CSE,88,No,Yes,87,Advanced,No,No
887.0,95,55,tier3,B.E,CSE,62,Yes,No,0,Intermediate,No,No
888.0,89,73,tier3,BTech,MECH,76,Yes,Yes,37,Novice,Yes,No
889.0,84,87,tier2,B.E,MECH,66,Ongoing,No,0,Novice,Yes,No
890.0,77,73,tier3,B.E,MECH,84,Ongoing,Yes,35,Intermediate,Yes,No
891.0,95,92,tier1,BTech,IT,63,No,No,0,Intermediate,Yes,No
892.0,75,74,tier3,B.E,ECE,85,Ongoing,Yes,57,Novice,Yes,No
893.0,70,91,tier1,B.E,DS&AI,82,Ongoing,Yes,40,Intermediate,Yes,No
894.0,72,58,tier3,BTech,IT,66,Ongoing,No,0,Novice,No,No
895.0,94,74,tier3,BTech,CIVIL,71,Yes,No,0,Intermediate,No,No
896.0,73,70,tier3,B.E,EEE,66,Ongoing,No,0,Novice,Yes,No
897.0,85,59,tier3,BTech,ECE,65,Ongoing,No,0,Novice,No,No
898.0,89,73,tier3,B.E,ECE,64,No,No,0,Novice,Yes,No
899.0,67,95,tier1,BTech,CIVIL,91,Yes,Yes,70,Intermediate,No,No
900.0,69,67,tier3,BTech,CSE,90,No,Yes,66,Intermediate,No,No
901.0,90,61,tier3,BTech,IT,87,No,Yes,56,Novice,No,No
902.0,87,79,tier3,BTech,IT,75,Ongoing,No,0,Intermediate,No,No
903.0,77,89,tier2,BTech,CSE,78,Yes,Yes,40,Intermediate,No,No
904.0,80,90,tier1,B.E,EEE,64,Ongoing,No,0,Advanced,Yes,No
905.0,88,64,tier3,B.E,CIVIL,89,No,Yes,75,Intermediate,Yes,No
906.0,75,63,tier3,BTech,CSE,78,Ongoing,Yes,99,Advanced,Yes,Yes
907.0,85,86,tier2,BTech,CIVIL,83,No,Yes,53,Advanced,Yes,No
908.0,69,74,tier3,B.E,ECE,79,Yes,Yes,36,Novice,Yes,No
909.0,76,71,tier3,BTech,IT,91,Yes,Yes,64,Advanced,Yes,No
910.0,86,58,tier3,BTech,CSE,92,Ongoing,Yes,81,Advanced,Yes,No
911.0,69,79,tier3,BTech,IT,74,No,No,0,Advanced,Yes,No
912.0,85,83,tier2,B.E,IT,91,Yes,Yes,88,Novice,No,No
913.0,77,72,tier3,BTech,CSE,92,Ongoing,Yes,90,Intermediate,No,No
914.0,94,86,tier2,B.E,IT,61,No,No,0,Intermediate,Yes,No
915.0,97,84,tier2,BTech,IT,71,Ongoing,No,0,Intermediate,Yes,No
916.0,88,69,tier3,BTech,CSE,92,Ongoing,Yes,59,Intermediate,Yes,No
917.0,77,86,tier2,BTech,DS&AI,77,Ongoing,Yes,46,Advanced,No,No
918.0,89,81,tier2,BTech,IT,88,No,Yes,71,Novice,No,No
919.0,83,81,tier2,B.E,CIVIL,70,Yes,No,0,Novice,No,No
920.0,75,81,tier2,B.E,ECE,69,Yes,No,0,Advanced,No,No
921.0,94,85,tier2,B.E,ECE,76,No,Yes,56,Advanced,No,No
922.0,79,61,tier3,BTech,CIVIL,67,Yes,No,0,Novice,Yes,No
923.0,97,62,tier3,BTech,DS&AI,67,Ongoing,No,0,Intermediate,Yes,No
924.0,94,84,tier2,B.E,MECH,71,No,No,0,Advanced,No,No
925.0,93,57,tier3,BTech,IT,80,Yes,Yes,61,Intermediate,No,No
926.0,77,77,tier3,B.E,CSE,91,Yes,Yes,43,Intermediate,Yes,No
927.0,77,65,tier3,B.E,MECH,95,Yes,Yes,91,Intermediate,No,No
928.0,69,56,tier3,B.E,DS&AI,73,No,No,0,Advanced,Yes,No
929.0,76,77,tier3,B.E,IT,63,Yes,No,0,Novice,Yes,No
930.0,66,96,tier1,BTech,EEE,86,No,Yes,56,Advanced,Yes,No
931.0,94,86,tier2,B.E,MECH,61,Ongoing,No,0,Intermediate,Yes,No
932.0,75,95,tier1,BTech,MECH,89,Ongoing,Yes,51,Advanced,Yes,No
933.0,69,64,tier3,B.E,IT,82,No,Yes,82,Novice,No,No
934.0,96,90,tier1,B.E,CSE,71,Yes,No,0,Intermediate,No,No
935.0,86,76,tier3,B.E,EEE,82,Ongoing,Yes,93,Advanced,No,No
936.0,90,65,tier3,B.E,EEE,84,No,Yes,44,Advanced,Yes,No
937.0,68,74,tier3,BTech,IT,93,Ongoing,Yes,63,Advanced,Yes,No
938.0,83,74,tier3,B.E,CIVIL,88,No,Yes,47,Intermediate,No,No
939.0,97,95,tier1,BTech,CSE,69,Yes,No,0,Novice,No,No
940.0,72,69,tier3,B.E,DS&AI,64,No,No,0,Advanced,No,No
941.0,72,93,tier1,B.E,ECE,74,Ongoing,No,0,Intermediate,No,No
942.0,98,74,tier3,B.E,MECH,62,Yes,No,0,Advanced,Yes,No
943.0,74,78,tier3,B.E,DS&AI,74,No,No,0,Intermediate,Yes,No
944.0,79,57,tier3,B.E,IT,94,Ongoing,Yes,72,Novice,Yes,No
945.0,68,93,tier1,B.E,DS&AI,80,Ongoing,Yes,99,Intermediate,Yes,Yes
946.0,82,60,tier3,BTech,IT,92,Ongoing,Yes,39,Advanced,Yes,No
947.0,97,76,tier3,B.E,EEE,80,No,Yes,44,Advanced,No,No
948.0,77,83,tier2,B.E,CSE,85,No,Yes,81,Advanced,Yes,No
949.0,93,96,tier1,B.E,CIVIL,73,Yes,No,0,Novice,Yes,No
950.0,96,82,tier2,BTech,DS&AI,94,Yes,Yes,39,Advanced,No,No
951.0,83,90,tier1,B.E,DS&AI,66,Ongoing,No,0,Advanced,No,No
952.0,82,76,tier3,BTech,CSE,78,Ongoing,Yes,73,Advanced,Yes,No
953.0,82,62,tier3,BTech,CIVIL,65,Ongoing,No,0,Intermediate,No,No
954.0,81,77,tier3,B.E,IT,84,Yes,Yes,63,Advanced,Yes,No
955.0,87,75,tier3,B.E,CIVIL,95,Ongoing,Yes,99,Advanced,Yes,Yes
956.0,73,68,tier3,BTech,MECH,77,Ongoing,Yes,53,Intermediate,No,No
957.0,93,69,tier3,B.E,MECH,81,No,Yes,88,Intermediate,Yes,No
958.0,96,80,tier2,BTech,CSE,82,Yes,Yes,54,Intermediate,Yes,No
959.0,73,68,tier3,B.E,CIVIL,62,Yes,No,0,Intermediate,No,No
960.0,78,87,tier2,BTech,MECH,65,Yes,No,0,Advanced,No,No
961.0,97,93,tier1,BTech,EEE,85,Yes,Yes,73,Intermediate,No,No
962.0,69,92,tier1,BTech,CIVIL,81,No,Yes,83,Advanced,Yes,No
963.0,68,72,tier3,BTech,CSE,87,No,Yes,90,Intermediate,Yes,No
964.0,95,93,tier1,BTech,CSE,75,Yes,No,0,Advanced,Yes,No
965.0,94,75,tier3,BTech,EEE,81,Ongoing,Yes,48,Advanced,Yes,No
966.0,87,76,tier3,BTech,CIVIL,95,No,Yes,52,Novice,No,No
967.0,77,57,tier3,B.E,MECH,69,No,No,0,Intermediate,Yes,No
968.0,89,61,tier3,B.E,ECE,90,No,Yes,44,Intermediate,No,No
969.0,83,69,tier3,BTech,IT,74,No,No,0,Advanced,Yes,No
970.0,77,65,tier3,BTech,IT,90,Ongoing,Yes,53,Intermediate,No,No
971.0,85,57,tier3,BTech,ECE,69,Ongoing,No,0,Novice,Yes,No
972.0,66,58,tier3,BTech,IT,92,Ongoing,Yes,69,Advanced,No,No
973.0,69,95,tier1,B.E,ECE,60,Ongoing,No,0,Advanced,Yes,No
974.0,80,94,tier1,B.E,ECE,93,No,Yes,90,Novice,No,No
975.0,84,91,tier1,B.E,CSE,75,Yes,No,0,Intermediate,Yes,No
976.0,78,60,tier3,BTech,ECE,66,No,No,0,Advanced,No,No
977.0,97,74,tier3,B.E,IT,60,No,No,0,Intermediate,Yes,No
978.0,85,66,tier3,B.E,IT,69,Yes,No,0,Advanced,No,No
979.0,89,70,tier3,BTech,ECE,81,Yes,Yes,55,Intermediate,Yes,No
980.0,69,77,tier3,B.E,CIVIL,75,Ongoing,No,0,Intermediate,No,No
981.0,76,72,tier3,B.E,EEE,63,Ongoing,No,0,Novice,Yes,No
982.0,89,89,tier2,BTech,MECH,62,No,No,0,Novice,Yes,No
983.0,91,94,tier1,BTech,EEE,61,No,No,0,Advanced,Yes,No
984.0,73,96,tier1,BTech,DS&AI,79,Ongoing,Yes,72,Novice,Yes,No
985.0,91,56,tier3,B.E,IT,90,No,Yes,71,Novice,Yes,No
986.0,94,82,tier2,BTech,CSE,66,Yes,No,0,Novice,No,No
987.0,96,56,tier3,BTech,IT,60,No,No,0,Intermediate,Yes,No
988.0,82,77,tier3,BTech,IT,79,Ongoing,Yes,62,Advanced,No,No
989.0,72,56,tier3,B.E,CIVIL,62,Yes,No,0,Advanced,No,No
990.0,92,68,tier3,B.E,ECE,74,Ongoing,No,0,Novice,Yes,No
991.0,84,74,tier3,BTech,ECE,61,Yes,No,0,Novice,No,No
992.0,93,96,tier1,B.E,CIVIL,84,Yes,Yes,85,Advanced,Yes,No
993.0,80,73,tier3,BTech,CIVIL,77,Yes,Yes,41,Novice,Yes,No
994.0,68,58,tier3,B.E,MECH,61,Ongoing,No,0,Intermediate,No,No
995.0,83,71,tier3,B.E,CSE,61,No,No,0,Novice,Yes,No
